what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555292336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1483555292359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555321583
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483555329817
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483555330037
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483555330222
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483555330438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483555337409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555338478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555341675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555345152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555346052
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1483555347398
error,log,,,"Core exception while retrieving the content description",1483555353134
error,log,,,"Core exception while retrieving the content description",1483555353140
error,log,,,"Core exception while retrieving the content description",1483555353147
error,log,,,"Core exception while retrieving the content description",1483555353152
error,log,,,"Core exception while retrieving the content description",1483555353159
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1483555354477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555367423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555367657
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1483555368783
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1483555371543
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1483555371629
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1483555371657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1483555374706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555375264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555424059
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1483555425744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1483555441182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1483555441739
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483555447009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1483555450742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1483555452631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1483555455313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483555456457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555457193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555462376
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1483555466508
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1483555467485
error,log,,,"Core exception while retrieving the content description",1483555472077
error,log,,,"Core exception while retrieving the content description",1483555472083
error,log,,,"Core exception while retrieving the content description",1483555472090
error,log,,,"Core exception while retrieving the content description",1483555472097
error,log,,,"Core exception while retrieving the content description",1483555472103
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1483555472769
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1483555472856
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1483555472889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1483555475534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555475939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555489139
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1483555490896
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1483555490896
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1483555493070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1483555496953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483555500659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555501294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555505181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1483555510190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1483555514283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483555515056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555516854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555522994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483555525541
error,log,,,"Core exception while retrieving the content description",1483555530730
error,log,,,"Core exception while retrieving the content description",1483555530736
error,log,,,"Core exception while retrieving the content description",1483555530744
