what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559330879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559343777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559366197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1483559369705
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1483559371003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559372209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559373356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483559373372
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1483559374972
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1483559375863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559376313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559378564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483559378583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559379704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559462122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559463275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559465883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483559465900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1483559470730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559471905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559476239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483559476256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1483559477015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1483559478055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1483559478493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1483559479682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1483559481253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559483314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559484136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559484444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559491904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559493556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483559500505
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483559502667
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483559502837
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483559502985
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483559503109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483559503219
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483559503840
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483559504061
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483559504351
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1483559504696
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1483559505641
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1483559505811
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1483559505982
